X,Y
-92.15577427753115,29.92441437726656
-93.6198309034543,29.877186744172267
-95.3672533279432,30.01886964345515
-95.17834279556602,29.263227513946433
-97.1146757524321,27.84639852111759
-97.72863498265795,26.854618226137397
-98.34259421288378,25.72115503187432
-100.46783770212704,25.862837931157205
-102.45139829208743,26.854618226137397
-103.77377201872768,29.12154461466355
-100.23169953665557,29.5465933125122
-101.88466669495588,30.538373607492396
-102.59308119137032,31.530153902472584
-79.59322387444873,21.942944384330733
-81.6240120975034,19.345424564144516
-77.84580144995982,18.40087190225862
-89.60548209043924,20.242749592936118
-106.46574710510248,25.059968168554192
-104.81277994680217,22.131854916707912
-102.26248775971024,22.98195231240522
-100.94011403306999,20.856708823161952
-101.97912196114447,18.637010067730095
-106.229608939631,22.745814146933746
-95.55616386032037,19.29819693105022
-97.1146757524321,20.05383906055894
-97.2091310186207,18.30641663607003
-99.75942320571262,19.109286398673042
-88.66092942855333,18.448099535352917
-89.03875049330769,17.220181074901248
-90.31389658685364,15.519986283506633
-89.03875049330769,13.819791492112017
-86.39400304002717,15.047709952563686
-85.2133122126698,13.016921729509004
-84.22153191768962,9.94712557837984
-85.82727144289564,10.372174276228495
-83.04084109033224,8.955345283399648
-79.92381730610879,8.955345283399648
-72.4618512772102,18.87314823320157
-70.71442885272128,18.967603499390158
-68.44750246419513,18.920375866295863
-66.22780370876328,18.30641663607003
-64.48038128427436,18.448099535352917
-62.78018649287975,17.220181074901248
-61.45781276623949,16.511766578486828
-61.31612986695661,15.047709952563686
-61.31612986695661,13.489198060451956
-59.238114010807635,13.300287528074778
-61.22167460076802,10.466629542417087
-65.99166554329179,7.916337355325165
-72.03680257936153,3.854760909215809
-78.83758174494,-0.017905004516370226
-77.60966328448833,-1.954237961382459
-76.1928342916595,-10.030163220506878
-63.01632465835122,-5.024034112511625
-54.9876270323211,-9.93570795431829
-55.743269161829815,-12.29708960903303
-48.09239260055405,-10.313529019072647
-46.06160437749937,-12.20263434284444
-42.04725556448431,-11.872040911184378
-44.880913550142004,-1.6236445297223963
-50.831595320023155,1.6822897868782434
-52.15396904666341,4.421492506347345
-52.95683880926642,3.9964438084986913
-55.97940732730129,3.8075332761215126
-59.00197584533616,4.75208593800741
-61.03276406839084,0.8794200242752321
-43.18071875874739,-5.732448608926049
-39.82755680905245,-7.810464465075022
-38.741321247883675,-4.740668313945857
-36.096573794603174,-5.732448608926047
-37.13558172267766,-7.999374997452199
-36.47439485935753,-9.36897635718675
-50.31209135598592,-15.744706824916555
-65.1415681475945,-17.019852918462515
-44.1252714206333,-17.869950314159823
-46.250514909876564,-20.609153033628925
-42.61398716161586,-21.742616227892
-54.987627032321114,-20.892518832194693
-51.58723744953188,-23.206672853815142
-48.94248999625137,-25.284688709964115
-50.217636089797324,-27.032111134453025
-52.579017744512065,-28.260029594904694
-54.137529636623796,-29.724086220827832
-55.932179694207,-32.93556527123988
-58.29356134892174,-31.8493297100711
-58.05742318345027,-22.734396522872196
-64.71651944974585,-25.379143976152704
-64.05533258642572,-30.526955983430845
-63.81919442095424,-33.927345566220076
-71.18670518366423,-29.865769120110716
-76.73343,39.0075
-83.742,10.64405
-84.13281,9.38773
-85.61549,10.83641
-84.80807,10.30519
-84.01131,10.06306
-84.17815,10.26029
-82.95587,8.79597
-83.23231,8.69061
-85.68268,9.98487
-85.54107,10.98317
-83.56671,8.6791
-72.18,46.09
-70.65,41.53
-86.79043,33.4116
-86.79061,33.41148
-95.41972,29.0425
-83.56671,8.6791
-84.05023,10.40126
-84.13281,9.38773
-84.60812,9.77423
-85.61549,10.83641
-85.61549,10.83641
-85.54107,10.98317
-85.34839,10.81929
-84.80807,10.30519
-83.56671,8.6791
-83.06352,9.8228
-85.42948,10.99261
-48.93,-25.3
-61.66625,16.16323
-61.57218,16.25686
-61.38542,16.31552
-61.66625,16.16323
-61.57218,16.25686
-95.07414,29.58389
-81.7397,40.79377
-68.222,47.358
-45.7814,-12.09169
-58.82114,-13.54854
-83.28313,8.75939
-85.61549,10.83641
-83.742,10.64405
-85.31,10.97
-80.14,43.54
-61.7241,16.28932
-61.66625,16.16323
-99.842,19.743
-86.17982,32.34364
-86.79055,33.41164
-97.7586,30.41798
-51.23474,-27.40103
-52.8216,-28.44937
-55.63741,-12.42282
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.28601,10.75348
-84.80807,10.30519
-83.23231,8.69061
-84.31528,10.05364
-70.56,41.63
-80.14,43.54
-80.14,43.54
-99.58278,24.8293
-61.66625,16.16323
-61.38542,16.31552
-96.852,19.925
-102.01695,26.80562
-76.79004,39.18347
-95.07414,29.58389
-95.41972,29.0425
-97.07129,32.79578
-116.411,32.872
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.28601,10.75348
-84.80807,10.30519
-83.56671,8.6791
-85.42948,10.99261
-85.42948,10.99261
-83.56671,8.6791
-84.01222,10.05945
-85.46,11
-80.14,43.54
-99.842,19.743
-82.37062,35.54443
-95.07414,29.58389
-54.2673,-28.30075
-96.77782,32.99234
-116.411,32.872
-85.61549,10.83641
-85.61549,10.83641
-84.80807,10.30519
-84.80807,10.30519
-85.61549,10.83641
-85.61549,10.83641
-84.01131,10.06306
-76.66764,39.06281
-61.7241,16.28932
-61.66625,16.16323
-82.37061,35.54444
-82.37063,35.54444
-95.41985,29.04259
-96.65373,32.88777
-94.49051,32.68438
-54.87525,-15.32392
-85.61549,10.83641
-85.61549,10.83641
-85.28601,10.75348
-85.61549,10.83641
-84.80807,10.30519
-84.80807,10.30519
-84.80807,10.30519
-82.37064,35.54442
-85.63,10.82
-61.66625,16.16323
-61.38542,16.31552
-86.70774,33.55852
-95.07414,29.58389
-81.33122,40.96367
-85.42948,10.99261
-85.42948,10.99261
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-84.01131,10.06306
-84.0091,10.43196
-84.80807,10.30519
-82.95587,8.79597
-73.09,45.69
-70.65,41.53
-48.87,-25.4
-61.7241,16.28932
-61.57218,16.25686
-73.13012,44.7392
-86.70121,33.57971
-72.52685,43.13237
-96.70088,32.89813
-96.66476,32.93284
-95.41972,29.0425
-97.32535,32.53897
-95.41972,29.0425
-68.222,47.358
-50.16324,-25.10549
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-70.54,41.61
-70.54,41.61
-70.56,41.63
-70.65,41.53
-48.88,-25.36
-102.01695,26.80562
-102.13855,26.8775
-86.79055,33.41161
-61.66625,16.16323
-61.66625,16.16323
-95.07414,29.58389
-95.07414,29.58389
-96.70306,32.89011
-97.75854,30.41799
-84.13281,9.38773
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.42948,10.99261
-84.80807,10.30519
-85.42948,10.99261
-84.80807,10.30519
-84.80807,10.30519
-84.80807,10.30519
-85.57354,10.86551
-48.89,-25.35
-85.47,10.89
-102.01695,26.80562
-68.7167,18.6667
-61.7241,16.28932
-61.57218,16.25686
-97.6678,29.88686
-95.07414,29.58389
-51.48177,-23.26803
-85.61549,10.83641
-84.60812,9.76745
-70.54,41.61
-70.65,41.53
-48.88,-25.35
-67.07,45.08
-86.70687,33.55901
-61.13681,14.77222
-96.62018,32.99749
-86.79059,33.41163
-96.62018,32.99749
-95.41972,29.0425
-53.86863,-24.28076
-48.89,-25.35
-80.14,43.54
-85.61549,10.83641
-84.80807,10.30519
-83.59129,8.48017
-84.80807,10.30519
-84.80807,10.30519
-85.40279,10.01124
-61.38542,16.31552
-61.57218,16.25686
-61.57218,16.25686
-97.7586,30.41798
-68.222,47.358
-80.41,42.58
-68.222,47.358
-85.42948,10.99261
-84.13281,9.38773
-85.61549,10.83641
-85.61549,10.83641
-85.28601,10.75348
-85.42948,10.99261
-84.17815,10.26029
-85.42948,10.99261
-70.65,41.53
-61.38542,16.31552
-68.7167,18.6667
-95.41972,29.0425
-97.01598,32.31164
-95.41972,29.0425
-49.26203,-16.69934
-52.8024,-28.40597
-68.222,47.358
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.54107,10.98317
-85.54107,10.98317
-84.80807,10.30519
-85.45444,11.06304
-85.42948,10.99261
-84.78885,10.89381
-83.56671,8.6791
-80.13,43.54
-102.01695,26.80562
-99.583,24.82919
-61.66625,16.16323
-76.65915,39.04561
-82.37069,35.5445
-70.6718,41.52693
-97.01597,32.31166
-97.01493,32.31141
-97.7586,30.41798
-97.7586,30.41798
-55.7388,-12.55456
-77.55254,37.65657
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-83.59129,8.48017
-99.58304,24.82934
-78.6875,-0.02194
-88.93043,37.37623
-61.66625,16.16323
-61.57218,16.25686
-61.66625,16.16323
-92.07954,30.62071
-96.64241,32.81435
-46.02979,-12.12311
-68.222,47.358
-68.222,47.358
-84.79662,10.27672
-84.13281,9.38773
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.28601,10.75348
-83.59129,8.48017
-84.80807,10.30519
-102.01695,26.80562
-61.57218,16.25686
-61.63071,16.06214
-61.66625,16.16323
-61.63912,16.26856
-61.66625,16.16323
-61.66625,16.16323
-61.13681,14.77222
-82.37062,35.54444
-51.17398,-23.30694
-95.41972,29.0425
-83.59129,8.48017
-85.35191,10.77678
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.28601,10.75348
-48.93,-25.3
-99.842,19.743
-97.393,18.462
-97.00195,32.52535
-49.35574,-18.0153
-47.33975,-15.54896
-68.222,47.358
-85.61549,10.83641
-85.61549,10.83641
-85.61549,10.83641
-85.47133,10.92827
-84.80807,10.30519
-83.24777,8.68068
-83.71651,10.59427
-85.42948,10.99261
-48.86,-25.39
-85.39,10.88
-80.14,43.54
-80.14,43.54
-61.38542,16.31552
-61.63071,16.06214
-61.57218,16.25686
-95.07414,29.58389
-95.07414,29.58389
-86.79044,33.41159
-82.37069,35.5445
-97.01598,32.31169
-68.222,47.358
-68.29,47.373
-85.61549,10.83641
-85.61549,10.83641
-84.80807,10.30519
-83.3978,8.54609
-85.73102,10.90193
-70.67,41.53
-80.14,43.54
-61.66625,16.16323
-61.66625,16.16323
-95.07414,29.58389
-97.77094,30.4639
-85.61549,10.83641
-85.61549,10.83641
-85.38327,10.36667
-82.79294,8.89147
-80.14,43.54
-86.79055,33.41161
-61.7241,16.28932
-61.38542,16.31552
-99.842,19.743
-70.8578,42.49996
-76.64701,39.00989
-95.07414,29.58389
-70.66239,41.52387
-53.45881,-24.96614
-84.80807,10.30519
-85.54107,10.98317
-83.23231,8.69061
-85.46,11
-64.1167,-30.3833
-61.66625,16.16323
-86.79044,33.41159
-54.79914,-22.22809
-47.24653,-21.8258
-85.61549,10.83641
-85.42948,10.99261
-83.19141,9.92573
-85.54107,10.98317
-72.45,45.65
-70.65,41.53
-61.57218,16.25686
-61.7241,16.28932
-61.57218,16.25686
-97.69849,30.31279
-47.82282,-21.16648
-85.42948,10.99261
-85.42948,10.99261
-84.99497,10.61046
-85.61549,10.83641
-85.61549,10.83641
-85.28601,10.75348
-84.80807,10.30519
-85.61549,10.83641
-85.42948,10.99261
-85.61549,10.83641
-85.42948,10.99261
-84.80807,10.30519
-85.54107,10.98317
-84.80807,10.30519
-80.13,43.54
-80.14,43.54
-76.85223,38.99712
-102.13855,26.8775
-61.66625,16.16323
-61.66625,16.16323
-61.66625,16.16323
-68.29,47.373
-70.65,41.53
-70.65,41.53
-82.83644,8.94944
-85.61549,10.83641
-83.59129,8.48017
-83.58856,8.47927
-83.71651,10.59427
-61.63071,16.06214
-72.52685,43.13237
-76.78436,39.07393
-96.69208,32.85547
-95.41972,29.0425
-86.816667,14.15
-86.816667,14.15
-86.816667,14.15
-86.816667,14.15
-86.816667,14.15
-86.916667,13.933333
-86.916667,13.933333
-86.916667,13.933333
-86.916667,13.933333
-86.816667,14.15
-86.816667,14.15
-86.816667,14.15
-86.816667,14.15
-86.816667,14.15
-86.916667,13.933333
-86.916667,13.933333
-86.916667,13.933333
-86.916667,13.933333
-86.916667,13.933333
-81.275,26.595
-81.275,26.595
-81.275,26.595
-81.275,26.595
-81.275,26.595
-81.275,26.595
-81.275,26.595
-81.275,26.595
-80.63321,25.55173
-80.63321,25.55173
-80.63321,25.55173
-80.63321,25.55173
-80.63321,25.55173
-80.63321,25.55173
-80.63321,25.55173
-80.63321,25.55173
-80.635,26.668611
-80.635,26.668611
-80.635,26.668611
-80.635,26.668611
-80.635,26.668611
-80.635,26.668611
-80.635,26.668611
-80.635,26.668611
-80.635,26.668611
-89.01,42.26
-87.08,30.39
-122.88,38.38
-77.65,37.51
-99.07,29.73
-80.71881,28.42843
-81.76052,28.03729
-76.43645,40.24094
-76.63265,40.4521
-79.96198,43.53733
-79.96207,43.53728
-77.3141,44.47636
-76.71486,39.10349
-76.71381,39.10323
-77.31224,44.47803
-79.14161,41.9353
-76.71552,39.10254
-75.2071,38.09331
-75.20709,38.09329
-77.63091,37.41702
-87.96974,43.19098
-76.7145,39.10351
-77.31407,44.47641
-79.67424,43.5651
-74.96866,39.28991
-75.2071,38.09333
-86.01417,37.44598
-86.01417,37.44598
-84.28584,30.49359
-86.15854,34.20573
-76.80737,40.64003
-76.82665,40.68342
-77.12228,40.72282
-76.27767,41.40066
-75.47784,41.4823
-94.57415,32.50437
-86.79051,33.41161
-94.29713,35.33498
-75.62458,40.47003
-75.83671,40.67693
-93.70512,32.44858
-75.03768,39.89152
-86.01417,37.44601
-84.0792,37.07507
-88.64218,40.25241
-76.71485,39.10302
-77.48402,37.5187
-76.71309,39.10328
-86.01417,37.446040000000004
-79.38173,39.39846
-93.70512,32.4486
-93.70529,32.44856
-78.24881,41.51479
-74.09383,42.71547
-75.22654,41.90916
-79.23697,40.66198
-78.31041,40.26917
-78.31041,40.26917
-78.31041,40.26917
-78.31041,40.26917
-78.28181,40.47228
-78.28181,40.47228
-78.28181,40.47228
-78.28181,40.47228
-78.28181,40.47228
-78.28181,40.47228
-78.23793,40.66267
-78.23793,40.66267
-78.23793,40.66267
-78.23793,40.66267
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-77.88098,40.75824
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.00328,40.70558
-78.02315,40.78296
-78.02315,40.78296
-78.02315,40.78296
-78.02315,40.78296
-78.02315,40.78296
-78.02315,40.78296
-78.02315,40.78296
-78.02315,40.78296
-78.02315,40.78296
-77.18197,41.01406
-77.18197,41.01406
-77.18197,41.01406
-77.18197,41.01406
-77.18197,41.01406
-80.26876,42.04369
-80.26876,42.04369
-80.26876,42.04369
-80.26876,42.04369
-80.26876,42.04369
-80.26876,42.04369
-80.26876,42.04369
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-79.83294,42.20019
-80.29607,42.03875
-80.29607,42.03875
-80.29607,42.03875
-80.29607,42.03875
-80.29607,42.03875
-80.29607,42.03875
-80.29607,42.03875
-80.29607,42.03875
-79.89908,40.01902
-79.89908,40.01902
-79.89908,40.01902
-79.89908,40.01902
-79.89908,40.01902
-79.89908,40.01902
-79.89908,40.01902
-79.89908,40.01902
-79.23687,40.66198
-79.23687,40.66198
-79.23687,40.66198
-79.23687,40.66198
-79.23687,40.66198
-79.23687,40.66198
-79.23687,40.66198
-79.23687,40.66198
-76.30431,40.08925
-76.30431,40.08925
-76.30997,39.97971
-76.30997,39.97971
-75.68061,40.71841
-75.68061,40.71841
-75.68061,40.71841
-77.15532,41.22156
-77.15532,41.22156
-77.15532,41.22156
-77.15532,41.22156
-77.15532,41.22156
-77.15532,41.22156
-77.15532,41.22156
-77.15532,41.22156
-77.15532,41.22156
-77.15532,41.22156
-77.15532,41.22156
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.90409,41.27177
-76.77474,41.2126
-76.77474,41.2126
-76.77474,41.2126
-76.77474,41.2126
-76.77474,41.2126
-76.77474,41.2126
-75.33672,40.28152
-75.32568,40.71097
-76.21079,40.91977
-76.21079,40.91977
-76.21079,40.91977
-76.55308,40.58336
-76.55308,40.58336
-76.55308,40.58336
-76.55308,40.58336
-76.55308,40.58336
-76.55308,40.58336
-76.55308,40.58336
-81.339392,43.073911
-76.662844,35.846164
-76.653133,35.850536
-76.659336,35.863556
-80.632675,26.668667
-80.632675,26.668667
-82.417683,29.785389
-81.122547,26.884178
-81.122547,26.884178
-66.391633,17.983592
-66.392342,17.958514
-76.952539,-12.080989
-76.952539,-12.080989
-76.952539,-12.080989
-65.6905,-27.336417
-65.6905,-27.336417
-65.579733,-27.773717
-64.893583,-26.919167
-64.807442,-26.557957
-65.337519,-26.478806
-56.111306,-28.446528
-56.146417,-28.37025
-56.07411,-28.582861
-57.498306,-27.476392
-57.878444,-29.173083
-58.571139,-26.696889
-58.522556,-26.711722
-59.849131,-34.382383
-62.251333,-28.893328
-64.203328,-24.722236
-59.3614,-28.479525
-53.718111,-29.719556
-55.786778,-27.200694
-56.462806,-27.278833
-66.829694,-29.584417
-60.821556,-26.782583
-61.497333,-27.427722
-62.355028,-27.644167
-64.794889,-26.355028
-66.075111,-26.811278
-65.480694,-23.746611
-65.036333,-24.789778
-65.085722,-25.973861
-64.530444,-23.716056
-64.947444,-25.642083
-65.45425,-23.98625
-64.353361,-33.930889
-60.597139,-25.955389
-65.283167,-26.830611
-65.233333,-26.733333
-65.233333,-26.733333
-65.233333,-26.733333
-65.233333,-26.733333
-65.233333,-26.733333
-65.3,-26.466667
-65.3,-26.466667
-65.3,-26.466667
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-52.333333,4.85
-36.568611,-9.030278
-48.31611,-21.256111
-91.245575,14.743011
